ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
46,Kitzbuhel,Bet-At-Home Cup,2013-07-29,ATP250,Outdoor,Clay,1st Round,3,Montanes A.,Ungur A.,45.0,92.0,910.0,587.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.22,3.8,1.36,3.0,1.36,3.41,1.33,3.25,1.42,4.0,1.31,3.37
46,Kitzbuhel,Bet-At-Home Cup,2013-07-29,ATP250,Outdoor,Clay,1st Round,3,Zeballos H.,Fischer M.,54.0,233.0,862.0,201.0,7.0,5.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.5,2.4,1.5,2.38,1.53,2.55,1.57,,,2.7,1.65,2.44,1.53
46,Kitzbuhel,Bet-At-Home Cup,2013-07-29,ATP250,Outdoor,Clay,1st Round,3,Gimeno-Traver D.,Veic A.,62.0,196.0,777.0,245.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.42,2.65,1.4,2.75,1.46,2.89,1.44,2.75,1.48,3.0,1.42,2.76
46,Kitzbuhel,Bet-At-Home Cup,2013-07-29,ATP250,Outdoor,Clay,1st Round,3,Thiem D.,Kuznetsov An.,268.0,82.0,167.0,625.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.75,1.25,3.5,1.25,3.4,1.3,3.66,1.32,3.5,1.29,4.2,1.33,3.55,1.28
46,Kitzbuhel,Bet-At-Home Cup,2013-07-30,ATP250,Outdoor,Clay,1st Round,3,Hajek J.,Setkic A.,135.0,223.0,430.0,210.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.12,5.25,1.14,5.0,1.09,8.93,1.14,5.5,1.17,8.93,1.12,5.98
46,Kitzbuhel,Bet-At-Home Cup,2013-07-30,ATP250,Outdoor,Clay,1st Round,3,Hanescu V.,Bedene A.,46.0,106.0,909.0,531.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.62,2.15,1.57,2.25,1.79,2.12,1.67,2.2,1.82,2.45,1.67,2.15
46,Kitzbuhel,Bet-At-Home Cup,2013-07-30,ATP250,Outdoor,Clay,1st Round,3,Brands D.,Berlocq C.,52.0,43.0,873.0,920.0,7.0,6.0,2.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2.2,1.61,2.2,1.6,2.25,1.57,2.16,1.76,2.38,1.57,2.5,1.76,2.24,1.62
46,Kitzbuhel,Bet-At-Home Cup,2013-07-30,ATP250,Outdoor,Clay,1st Round,3,Haase R.,Rufin G.,68.0,96.0,717.0,567.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.4,2.75,1.44,2.62,1.53,2.67,1.44,2.75,1.57,2.95,1.45,2.67
46,Kitzbuhel,Bet-At-Home Cup,2013-07-30,ATP250,Outdoor,Clay,1st Round,3,Haider-Maurer A.,Novak D.,91.0,565.0,595.0,47.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.15,4.75,1.12,5.5,1.21,4.9,1.14,5.5,1.21,5.5,1.16,5.03
46,Kitzbuhel,Bet-At-Home Cup,2013-07-30,ATP250,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Bellucci T.,72.0,115.0,686.0,495.0,6.0,7.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,2.0,1.72,2.05,1.7,2.1,1.67,2.14,1.78,1.9,1.9,2.16,1.9,2.03,1.75
46,Kitzbuhel,Bet-At-Home Cup,2013-07-30,ATP250,Outdoor,Clay,2nd Round,3,Mayer L.,Kohlschreiber P.,78.0,26.0,641.0,1490.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.4,1.3,3.2,1.3,3.4,1.3,3.28,1.39,3.25,1.33,3.5,1.4,3.24,1.33
46,Kitzbuhel,Bet-At-Home Cup,2013-07-30,ATP250,Outdoor,Clay,2nd Round,3,Granollers M.,Zeballos H.,53.0,54.0,870.0,862.0,6.0,0.0,2.0,0.0,,,,,,,1.0,0.0,Retired,1.25,3.75,1.25,3.5,1.3,3.4,1.33,3.7,1.29,3.5,1.33,4.1,1.27,3.61
46,Kitzbuhel,Bet-At-Home Cup,2013-07-31,ATP250,Outdoor,Clay,2nd Round,3,Gimeno-Traver D.,Hajek J.,62.0,135.0,777.0,430.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.0,1.72,1.9,1.8,1.8,1.91,1.97,1.93,1.91,1.83,2.22,1.93,1.93,1.82
46,Kitzbuhel,Bet-At-Home Cup,2013-07-31,ATP250,Outdoor,Clay,2nd Round,3,Monaco J.,Haider-Maurer A.,31.0,91.0,1270.0,595.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.18,4.5,1.18,4.25,1.2,4.33,1.23,4.79,1.2,4.5,1.25,4.79,1.21,4.3
46,Kitzbuhel,Bet-At-Home Cup,2013-07-31,ATP250,Outdoor,Clay,2nd Round,3,Montanes A.,Hanescu V.,45.0,46.0,910.0,909.0,7.0,6.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.0,1.72,2.04,1.7,2.0,1.73,2.0,1.91,2.1,1.73,2.11,1.91,2.02,1.76
46,Kitzbuhel,Bet-At-Home Cup,2013-07-31,ATP250,Outdoor,Clay,2nd Round,3,Haase R.,Brands D.,68.0,52.0,717.0,873.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.75,1.95,1.73,2.0,1.74,2.22,1.73,2.1,1.82,2.35,1.71,2.08
46,Kitzbuhel,Bet-At-Home Cup,2013-07-31,ATP250,Outdoor,Clay,2nd Round,3,Thiem D.,Melzer J.,268.0,34.0,167.0,1220.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,3.25,1.33,3,1.33,3.0,1.36,2.9,1.47,3.0,1.36,3.25,1.47,2.91,1.39
46,Kitzbuhel,Bet-At-Home Cup,2013-07-31,ATP250,Outdoor,Clay,2nd Round,3,Verdasco F.,Garcia-Lopez G.,33.0,72.0,1235.0,686.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.35,2.9,1.33,3.25,1.4,3.24,1.33,3.25,1.4,3.8,1.33,3.24
46,Kitzbuhel,Bet-At-Home Cup,2013-08-01,ATP250,Outdoor,Clay,Quarterfinals,3,Monaco J.,Gimeno-Traver D.,31.0,62.0,1270.0,777.0,6.0,2.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.25,3.75,1.33,3.0,1.36,3.0,1.32,3.79,1.33,3.25,1.38,3.8,1.33,3.26
46,Kitzbuhel,Bet-At-Home Cup,2013-08-01,ATP250,Outdoor,Clay,Quarterfinals,3,Haase R.,Verdasco F.,68.0,33.0,717.0,1235.0,4.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.37,1.53,2.25,1.58,2.38,1.53,2.41,1.65,2.38,1.57,2.66,1.67,2.3,1.59
46,Kitzbuhel,Bet-At-Home Cup,2013-08-01,ATP250,Outdoor,Clay,Quarterfinals,3,Granollers M.,Mayer L.,53.0,78.0,870.0,641.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.65,2.1,1.57,2.25,1.65,2.41,1.57,2.38,1.7,2.52,1.62,2.24
46,Kitzbuhel,Bet-At-Home Cup,2013-08-01,ATP250,Outdoor,Clay,Quarterfinals,3,Montanes A.,Thiem D.,45.0,268.0,910.0,167.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.28,3.3,1.29,3.5,1.35,3.61,1.33,3.25,1.35,3.85,1.29,3.47
46,Kitzbuhel,Bet-At-Home Cup,2013-08-02,ATP250,Outdoor,Clay,Semifinals,3,Granollers M.,Haase R.,53.0,68.0,870.0,717.0,7.0,6.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.8,1.85,1.85,1.83,1.83,2.18,1.78,1.83,1.91,2.18,2.04,1.91,1.85
46,Kitzbuhel,Bet-At-Home Cup,2013-08-02,ATP250,Outdoor,Clay,Semifinals,3,Monaco J.,Montanes A.,31.0,45.0,1270.0,910.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.36,3.25,1.35,2.9,1.36,3.0,1.39,3.32,1.36,3.0,1.46,3.65,1.37,3.03
46,Kitzbuhel,Bet-At-Home Cup,2013-08-03,ATP250,Outdoor,Clay,The Final,3,Granollers M.,Monaco J.,53.0,31.0,870.0,1270.0,0.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.75,1.44,2.4,1.5,2.62,1.5,2.85,1.5,2.5,1.53,2.9,1.55,2.58,1.49
47,Washington,Citi Open,2013-07-29,ATP500,Outdoor,Hard,1st Round,3,Devvarman S.,Williams R.,129.0,116.0,441.0,488.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.48,2.45,1.5,2.5,1.49,2.78,1.62,2.25,1.62,2.85,1.48,2.58
47,Washington,Citi Open,2013-07-29,ATP500,Outdoor,Hard,1st Round,3,Stepanek R.,Johnson S.,51.0,101.0,875.0,551.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.45,2.55,1.5,2.5,1.52,2.69,1.53,2.5,1.53,2.8,1.48,2.58
47,Washington,Citi Open,2013-07-29,ATP500,Outdoor,Hard,1st Round,3,Groth S.,Kudla D.,228.0,109.0,206.0,512.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.45,1.48,2.38,1.53,2.67,1.53,2.63,1.5,2.75,1.54,2.57,1.49
47,Washington,Citi Open,2013-07-29,ATP500,Outdoor,Hard,1st Round,3,Goffin D.,Lu Y.H.,87.0,60.0,606.0,790.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2,1.72,2.0,1.73,2.09,1.81,2.1,1.73,2.15,1.83,2.02,1.75
47,Washington,Citi Open,2013-07-29,ATP500,Outdoor,Hard,1st Round,3,Istomin D.,Giraldo S.,65.0,79.0,765.0,638.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.52,2.35,1.57,2.25,1.59,2.5,1.57,2.38,1.62,2.64,1.56,2.36
47,Washington,Citi Open,2013-07-29,ATP500,Outdoor,Hard,1st Round,3,Fish M.,Ebden M.,64.0,114.0,765.0,495.0,2.0,6.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,1.4,2.75,1.4,2.75,1.44,2.62,1.48,2.83,1.44,2.75,1.48,3.15,1.42,2.79
47,Washington,Citi Open,2013-07-30,ATP500,Outdoor,Hard,1st Round,3,Malisse X.,Ram R.,100.0,125.0,555.0,455.0,4.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.38,2.87,1.45,2.55,1.44,2.62,1.42,3.09,1.44,2.75,1.47,3.09,1.43,2.75
47,Washington,Citi Open,2013-07-30,ATP500,Outdoor,Hard,1st Round,3,Lacko L.,Falla A.,86.0,85.0,610.0,611.0,1.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.72,1.95,1.75,2.0,1.73,2.14,1.78,2.1,1.73,2.2,1.83,2.04,1.74
47,Washington,Citi Open,2013-07-30,ATP500,Outdoor,Hard,1st Round,3,Matosevic M.,Blake J.,83.0,77.0,619.0,643.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.75,1.4,2.75,1.4,3.02,1.43,2.88,1.4,3.02,1.47,2.82,1.41
47,Washington,Citi Open,2013-07-30,ATP500,Outdoor,Hard,1st Round,3,Kamke T.,Berankis R.,75.0,113.0,656.0,499.0,3.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,2.0,1.72,1.85,1.85,2.0,1.73,1.98,1.91,2.1,1.73,2.1,1.91,1.99,1.78
47,Washington,Citi Open,2013-07-30,ATP500,Outdoor,Hard,1st Round,3,Kuznetsov Al.,Bogomolov A.,139.0,80.0,408.0,636.0,3.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.72,2.0,1.7,2.04,1.73,2.0,1.89,2.0,1.8,2.0,1.89,2.11,1.77,1.99
47,Washington,Citi Open,2013-07-30,ATP500,Outdoor,Hard,1st Round,3,Sock J.,Sijsling I.,94.0,59.0,583.0,807.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.8,1.9,1.8,1.91,1.98,1.91,1.8,2.0,2.0,2.0,1.87,1.89
47,Washington,Citi Open,2013-07-30,ATP500,Outdoor,Hard,1st Round,3,Harrison R.,Hewitt L.,107.0,57.0,521.0,845.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.4,1.5,2.62,1.44,2.5,1.58,2.5,1.53,2.75,1.59,2.47,1.52
47,Washington,Citi Open,2013-07-31,ATP500,Outdoor,Hard,1st Round,3,Tursunov D.,Levine J.,61.0,124.0,784.0,458.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.42,2.65,1.44,2.62,1.63,2.43,1.5,2.63,1.63,2.73,1.5,2.53
47,Washington,Citi Open,2013-07-31,ATP500,Outdoor,Hard,1st Round,3,Smyczek T.,Zemlja G.,121.0,55.0,475.0,861.0,6.0,1.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,2.25,1.57,2.15,1.62,2.25,1.57,2.16,1.76,2.2,1.67,2.38,1.76,2.18,1.66
47,Washington,Citi Open,2013-07-31,ATP500,Outdoor,Hard,1st Round,3,Duckworth J.,Sugita Y.,159.0,155.0,354.0,367.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.55,2.29,1.57,2.25,1.61,2.44,1.57,2.38,1.62,2.6,1.56,2.39
47,Washington,Citi Open,2013-07-30,ATP500,Outdoor,Hard,2nd Round,3,Devvarman S.,Dolgopolov O.,129.0,25.0,441.0,1500.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.35,1.52,2.62,1.44,2.75,1.51,2.63,1.5,2.75,1.57,2.54,1.49
47,Washington,Citi Open,2013-07-30,ATP500,Outdoor,Hard,2nd Round,3,Tomic B.,Goffin D.,40.0,87.0,950.0,606.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.55,2.29,1.53,2.38,1.62,2.46,1.57,2.38,1.7,2.6,1.58,2.32
47,Washington,Citi Open,2013-07-31,ATP500,Outdoor,Hard,2nd Round,3,Dimitrov G.,Malisse X.,32.0,100.0,1260.0,555.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.33,3.0,1.36,3.0,1.43,3.05,1.36,3.0,1.45,3.25,1.38,2.97
47,Washington,Citi Open,2013-07-31,ATP500,Outdoor,Hard,2nd Round,3,Querrey S.,Istomin D.,22.0,65.0,1570.0,765.0,4.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.61,2.2,1.65,2.1,1.62,2.2,1.78,2.16,1.62,2.25,1.78,2.25,1.67,2.15
47,Washington,Citi Open,2013-07-31,ATP500,Outdoor,Hard,2nd Round,3,Matosevic M.,Davydenko N.,83.0,42.0,619.0,930.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.04,1.7,2.1,1.67,2.29,1.7,2.1,1.73,2.29,1.79,2.12,1.69
47,Washington,Citi Open,2013-07-31,ATP500,Outdoor,Hard,2nd Round,3,Raonic M.,Groth S.,13.0,228.0,2225.0,206.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.1,6.0,1.11,6.0,1.17,6.02,1.1,7.0,1.17,7.0,1.12,5.81
47,Washington,Citi Open,2013-07-31,ATP500,Outdoor,Hard,2nd Round,3,Baghdatis M.,Lacko L.,44.0,86.0,915.0,610.0,6.0,7.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,1.61,2.2,1.7,2.04,1.73,2.0,1.68,2.34,1.83,1.91,1.91,2.34,1.69,2.14
47,Washington,Citi Open,2013-07-31,ATP500,Outdoor,Hard,2nd Round,3,Dodig I.,Kamke T.,36.0,75.0,1087.0,656.0,2.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,1.4,2.75,1.45,2.54,1.4,2.75,1.39,3.27,1.44,2.75,1.46,3.27,1.41,2.83
47,Washington,Citi Open,2013-07-31,ATP500,Outdoor,Hard,2nd Round,3,Isner J.,Kuznetsov Al.,20.0,139.0,1770.0,408.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.13,5.5,1.14,4.75,1.17,4.5,1.21,5.04,1.13,5.5,1.21,5.8,1.16,4.95
47,Washington,Citi Open,2013-07-31,ATP500,Outdoor,Hard,2nd Round,3,Stepanek R.,Llodra M.,51.0,50.0,875.0,879.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.3,3.2,1.29,3.5,1.31,3.81,1.33,3.25,1.43,3.95,1.3,3.4
47,Washington,Citi Open,2013-07-31,ATP500,Outdoor,Hard,2nd Round,3,Fish M.,Benneteau J.,64.0,35.0,765.0,1155.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.72,2.0,1.73,2.0,1.8,2.13,1.8,2.0,1.8,2.18,1.73,2.05
47,Washington,Citi Open,2013-07-31,ATP500,Outdoor,Hard,2nd Round,3,Tursunov D.,Simon G.,61.0,17.0,784.0,2055.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.4,1.5,2.62,1.44,2.47,1.61,2.75,1.44,2.85,1.63,2.5,1.51
47,Washington,Citi Open,2013-08-01,ATP500,Outdoor,Hard,2nd Round,3,Del Potro J.M.,Harrison R.,7.0,107.0,4500.0,521.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.13,5.5,1.14,4.75,1.17,4.5,1.17,5.8,1.17,5.0,1.17,6.1,1.15,5.17
47,Washington,Citi Open,2013-08-01,ATP500,Outdoor,Hard,2nd Round,3,Anderson K.,Duckworth J.,21.0,159.0,1740.0,354.0,6.0,3.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.15,5.0,1.2,4.0,1.13,5.0,1.22,4.83,1.13,5.5,1.23,5.5,1.17,4.71
47,Washington,Citi Open,2013-08-01,ATP500,Outdoor,Hard,2nd Round,3,Nishikori K.,Sock J.,11.0,94.0,2495.0,583.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.25,3.5,1.29,3.5,1.33,3.69,1.29,3.5,1.36,3.8,1.3,3.41
47,Washington,Citi Open,2013-08-01,ATP500,Outdoor,Hard,2nd Round,3,Haas T.,Smyczek T.,12.0,121.0,2395.0,475.0,3.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,1.15,5.0,1.18,4.25,1.13,5.0,1.22,4.84,1.13,5.5,1.22,6.0,1.17,4.85
47,Washington,Citi Open,2013-08-01,ATP500,Outdoor,Hard,3rd Round,3,Tursunov D.,Stepanek R.,61.0,51.0,784.0,875.0,4.0,6.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,2.62,1.44,2.4,1.5,2.38,1.53,2.72,1.52,2.75,1.44,2.92,1.7,2.53,1.5
47,Washington,Citi Open,2013-08-01,ATP500,Outdoor,Hard,3rd Round,3,Matosevic M.,Raonic M.,83.0,13.0,619.0,2225.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,4.0,1.22,3.8,1.22,4.33,1.2,4.58,1.24,4.0,1.22,4.58,1.27,4.08,1.22
47,Washington,Citi Open,2013-08-01,ATP500,Outdoor,Hard,3rd Round,3,Anderson K.,Fish M.,21.0,64.0,1740.0,765.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.6,2.2,1.67,2.1,1.66,2.37,,,1.74,2.37,1.63,2.23
47,Washington,Citi Open,2013-08-01,ATP500,Outdoor,Hard,3rd Round,3,Isner J.,Devvarman S.,20.0,129.0,1770.0,441.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.25,3.5,1.25,3.75,1.28,4.13,1.22,4.0,1.28,4.2,1.24,3.89
47,Washington,Citi Open,2013-08-02,ATP500,Outdoor,Hard,3rd Round,3,Dimitrov G.,Querrey S.,32.0,22.0,1260.0,1570.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.52,2.35,1.62,2.2,1.68,2.33,1.62,2.25,1.68,2.48,1.6,2.31
47,Washington,Citi Open,2013-08-02,ATP500,Outdoor,Hard,3rd Round,3,Baghdatis M.,Nishikori K.,44.0,11.0,915.0,2495.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.0,1.36,3.2,1.3,3.25,1.33,2.93,1.46,3.0,1.36,3.4,1.46,2.99,1.38
47,Washington,Citi Open,2013-08-02,ATP500,Outdoor,Hard,3rd Round,3,Del Potro J.M.,Tomic B.,7.0,40.0,4500.0,950.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.18,4.5,1.25,3.5,1.25,3.75,1.2,5.27,1.22,4.0,1.25,5.3,1.21,4.33
47,Washington,Citi Open,2013-08-02,ATP500,Outdoor,Hard,3rd Round,3,Haas T.,Dodig I.,12.0,36.0,2395.0,1087.0,6.0,4.0,4.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.36,3.0,1.35,3.2,1.33,3.25,1.45,2.97,1.36,3.0,1.45,3.25,1.38,2.98
47,Washington,Citi Open,2013-08-02,ATP500,Outdoor,Hard,Quarterfinals,3,Tursunov D.,Matosevic M.,61.0,83.0,784.0,619.0,6.0,3.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.72,2.1,1.72,2.0,1.73,2.1,1.96,1.96,1.8,2.0,1.96,2.15,1.78,2.01
47,Washington,Citi Open,2013-08-02,ATP500,Outdoor,Hard,Quarterfinals,3,Isner J.,Baghdatis M.,20.0,44.0,1770.0,915.0,6.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.4,3.0,1.4,2.75,1.4,3.0,1.38,3.58,1.36,3.0,1.48,3.58,1.41,2.87
47,Washington,Citi Open,2013-08-03,ATP500,Outdoor,Hard,Quarterfinals,3,Haas T.,Dimitrov G.,12.0,32.0,2395.0,1260.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.72,1.95,1.75,2.0,1.8,1.97,1.95,2.0,1.8,2.16,1.95,1.96,1.81
47,Washington,Citi Open,2013-08-03,ATP500,Outdoor,Hard,Quarterfinals,3,Del Potro J.M.,Anderson K.,7.0,21.0,4500.0,1740.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.25,3.5,1.25,4.0,1.33,3.73,1.22,4.0,1.33,4.2,1.26,3.78
47,Washington,Citi Open,2013-08-03,ATP500,Outdoor,Hard,Semifinals,3,Isner J.,Tursunov D.,20.0,61.0,1770.0,784.0,6.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.25,4.0,1.25,3.5,1.29,3.75,1.27,4.26,1.29,3.5,1.3,4.26,1.26,3.75
47,Washington,Citi Open,2013-08-04,ATP500,Outdoor,Hard,Semifinals,3,Del Potro J.M.,Haas T.,7.0,12.0,4500.0,2395.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.18,4.25,1.25,4.0,1.28,4.22,1.22,4.0,1.28,5.09,1.23,4.04
47,Washington,Citi Open,2013-08-04,ATP500,Outdoor,Hard,The Final,3,Del Potro J.M.,Isner J.,7.0,20.0,4500.0,1770.0,3.0,6.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Completed,1.25,4.0,1.25,3.5,1.29,3.75,1.32,3.84,1.25,3.75,1.34,4.0,1.27,3.67
48,Montreal,Rogers Masters,2013-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Mayer F.,Tomic B.,50.0,41.0,905.0,990.0,5.0,7.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,2.87,1.38,2.75,1.4,2.75,1.4,2.84,1.49,2.75,1.44,3.15,1.5,2.75,1.43
48,Montreal,Rogers Masters,2013-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Seppi A.,Rosol L.,23.0,44.0,1550.0,947.0,6.0,4.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.33,3.25,1.35,2.9,1.36,3.0,1.4,3.24,1.36,3.0,1.41,3.3,1.36,3.06
48,Montreal,Rogers Masters,2013-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Dodig I.,Zemlja G.,35.0,62.0,1115.0,777.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.3,3.4,1.35,2.9,1.36,3.0,1.38,3.35,1.4,2.88,1.41,3.55,1.35,3.17
48,Montreal,Rogers Masters,2013-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Andujar P.,Weintraub A.,52.0,206.0,890.0,228.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.2,1.6,2.2,1.62,2.16,1.78,2.2,1.67,2.35,1.83,2.17,1.67
48,Montreal,Rogers Masters,2013-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Gulbis E.,Lopez F.,38.0,29.0,1035.0,1345.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.5,2.4,1.53,2.38,1.51,2.78,1.53,2.5,1.53,2.92,1.49,2.56
48,Montreal,Rogers Masters,2013-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Klizan M.,Bellucci T.,40.0,114.0,1010.0,495.0,5.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.57,2.25,1.6,2.2,1.57,2.25,1.68,2.31,1.62,2.25,1.74,2.35,1.64,2.21
48,Montreal,Rogers Masters,2013-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Matosevic M.,Becker B.,74.0,106.0,664.0,521.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.55,2.04,1.62,2.2,1.75,2.2,1.62,2.25,1.76,2.4,1.63,2.22
48,Montreal,Rogers Masters,2013-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Paire B.,Kohlschreiber P.,27.0,24.0,1405.0,1490.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.29,1.55,2.75,1.4,2.8,1.5,2.38,1.57,2.95,1.57,2.65,1.46
48,Montreal,Rogers Masters,2013-08-05,Masters 1000,Outdoor,Hard,1st Round,3,Istomin D.,Tipsarevic J.,66.0,19.0,720.0,2000.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2,1.72,1.83,1.83,2.25,1.72,2.2,1.67,2.25,1.83,2.05,1.74
